,object_id,name,email,creation_source,last_session_creation_time,opted_in_to_mailing_list,enabled_for_marketing_drip,org_id,invited_by_user_id,year,month,time,user_type
4472,1241,Elisha Sofia,sofiaelisha@cuvox.de,GUEST_INVITE,0.0,0,0,2,7205.0,2013,1,3.47,0
4473,1242,Barlow Tyler,tylerbarlow@gmail.com,ORG_INVITE,1401090224.0,1,0,76,6311.0,2014,5,7.43,1
4474,1243,Gottlieb Diana,dianagottlieb@gustr.com,GUEST_INVITE,1358767263.0,0,0,314,9602.0,2013,1,11.21,0
4475,1244,Chadwick Logan,loganchadwick@jourrapide.com,ORG_INVITE,1394091902.0,0,0,131,8554.0,2014,3,7.45,0
4476,1245,Almeida Renan,renanazevedoalmeida@gustr.com,ORG_INVITE,1401830877.0,0,1,267,8500.0,2013,1,21.27,1
4482,1246,Booth Sebastian,sebastianbooth@yahoo.com,PERSONAL_PROJECTS,0.0,0,0,377,0.0,2014,5,11.36,0
4483,1247,Vogel Ursula,stopispw@rqhnq.com,SIGNUP,1395999444.0,0,0,225,0.0,2014,3,9.37,0
4484,1248,Hooker Taj,tajhooker@gmail.com,PERSONAL_PROJECTS,0.0,0,0,157,0.0,2013,11,9.23,0
4485,1249,Melo Isabella,isabellacorreiamelo@hotmail.com,ORG_INVITE,0.0,0,0,56,7603.0,2014,5,14.16,0
4486,1250,Dietrich Michelle,michelledietrich@yahoo.com,ORG_INVITE,1400591133.0,1,1,332,3335.0,2013,10,13.05,1
4493,1251,Holst Nicklas,nicklasaholst@gmail.com,SIGNUP_GOOGLE_AUTH,1397822351.0,0,0,296,0.0,2014,4,11.59,0
4494,1252,Kohl Ursula,ursulakohl@jourrapide.com,SIGNUP,1346528040.0,0,0,16,0.0,2012,8,19.34,0
4495,1253,Conacher Ben,benconacher@jourrapide.com,GUEST_INVITE,1392922304.0,0,0,222,1754.0,2014,2,18.51,0
4496,1254,Santos Lavinia,laviniagoncalvessantos@gmail.com,SIGNUP,1382153389.0,0,0,113,0.0,2013,10,3.29,0
4497,1255,Ashton Evan,evanashton@gustr.com,PERSONAL_PROJECTS,0.0,1,1,222,0.0,2012,10,20.13,0
4498,1256,Johansen Julius,juliusmjohansen@cuvox.de,SIGNUP,1381055279.0,1,0,45,0.0,2013,10,10.27,0
4499,1257,Carlsen Tilde,qhowsztu@tkrgc.com,GUEST_INVITE,1387882156.0,0,0,98,7585.0,2013,12,10.49,0
4500,1258,Barbosa Rafaela,tnkkvwzh@jzxoa.com,PERSONAL_PROJECTS,0.0,1,1,9,0.0,2014,2,15.27,0
4501,1259,Hoare Eva,evahoare@hotmail.com,PERSONAL_PROJECTS,0.0,0,0,5,0.0,2012,11,10.46,0
4502,1260,Correia Let�cia,leticiacardosocorreia@jourrapide.com,PERSONAL_PROJECTS,1383167822.0,0,1,402,0.0,2013,10,21.17,0
4503,1261,Fowler Tilly,tillyfowler@hotmail.com,ORG_INVITE,0.0,0,0,335,1261.0,2012,6,6.39,0
4504,1262,Brandt Mimir,mimirsbrandt@hotmail.com,PERSONAL_PROJECTS,0.0,0,0,254,0.0,2012,9,5.24,0
4505,1263,Johansen Rasmus,rasmuspjohansen@cuvox.de,PERSONAL_PROJECTS,0.0,0,0,44,0.0,2013,5,11.12,0
4506,1264,Madsen Lucas,kyrlfpnt@gwtba.com,PERSONAL_PROJECTS,0.0,0,0,108,0.0,2013,7,17.23,0
4507,1265,Stephens Joyce,joycetstephens@gustr.com,PERSONAL_PROJECTS,0.0,0,0,88,0.0,2013,9,2.52,0
4508,1266,Bachmeier Luca,lucabachmeier@jourrapide.com,GUEST_INVITE,1341822111.0,1,0,48,131.0,2012,7,8.21,0
4509,1267,Zimmermann Claudia,claudiazimmermann@yahoo.com,ORG_INVITE,1365173286.0,0,0,69,10846.0,2013,4,14.48,0
4510,1268,Lodewyckx Alica,alicalodewyckx@yahoo.com,ORG_INVITE,1365910137.0,0,0,329,6101.0,2013,4,3.28,0
4511,1269,Bollinger Tonya,xpgkgcsh@isqck.com,PERSONAL_PROJECTS,0.0,0,0,12,0.0,2012,10,15.52,0
4512,1270,N�rgaard S�ren,srenfnrgaard@hotmail.com,ORG_INVITE,0.0,0,0,72,2526.0,2012,7,23.56,0
4513,1271,Ferreira Joao,joaoalvesferreira@gmail.com,SIGNUP_GOOGLE_AUTH,1359829992.0,0,0,38,0.0,2013,2,18.33,0
4514,1272,Bang Alberte,albertesbang@gustr.com,PERSONAL_PROJECTS,0.0,0,0,63,0.0,2013,2,2.02,0
4515,1273,Durr Maria,mariadurr@hotmail.com,GUEST_INVITE,1386196863.0,0,0,1,4654.0,2013,12,22.41,0
4516,1274,Sharpe Gabriel,gabrielsharpe@gustr.com,PERSONAL_PROJECTS,1366616256.0,0,1,89,0.0,2012,6,7.37,1
4517,1275,Goncalves Nicolash,nicolashpereiragoncalves@gmail.com,GUEST_INVITE,0.0,0,0,20,11726.0,2013,10,1.41,0
4518,1276,Denovan Ashton,ashtondenovan@cuvox.de,PERSONAL_PROJECTS,0.0,0,0,359,0.0,2013,4,10.07,0
4519,1277,Ferreira Brenda,brendabarbosaferreira@hotmail.com,ORG_INVITE,0.0,1,1,43,8221.0,2014,3,14.51,0
4520,1278,Crane Mikayla,mikaylacrane@yahoo.com,GUEST_INVITE,1375829004.0,0,0,48,2845.0,2013,8,22.43,0
4521,1279,Booth Martin,martinsbooth@gmail.com,SIGNUP,1382591331.0,0,0,306,0.0,2013,10,5.08,0
4522,1280,Lawrence Michael,michaelmlawrence@yahoo.com,ORG_INVITE,1401677485.0,1,1,332,294.0,2012,6,2.51,1
4547,1281,Shade Derek,derektshade@gustr.com,SIGNUP,1398396335.0,0,0,192,0.0,2014,4,3.25,0
4548,1282,Fried Dominik,dominikfried@gmail.com,ORG_INVITE,1348700934.0,0,0,169,11447.0,2012,9,23.08,0
4549,1283,Battye Leo,uvtgwsxk@jmlqy.com,SIGNUP,1358945398.0,0,0,255,0.0,2013,1,12.49,0
4550,1284,Oster Lena,lenaoster@hotmail.com,GUEST_INVITE,0.0,0,0,54,7255.0,2013,11,2.33,0
4551,1285,Holm Johan,johancholm@cuvox.de,ORG_INVITE,1366069650.0,1,1,0,6545.0,2013,4,23.47,0
4552,1286,Svendsen Peter,wlrbdngr@rhmlt.com,SIGNUP,1382174423.0,1,0,220,0.0,2013,10,9.2,0
4553,1287,Murphree Oswaldo,oswaldommurphree@yahoo.com,ORG_INVITE,1399246664.0,1,1,308,11169.0,2014,5,23.37,0
4554,1288,Egger Daniel,danielegger@hotmail.com,ORG_INVITE,1372018769.0,1,0,249,454.0,2013,6,20.19,0
4555,1289,Barros Diego,diegomartinsbarros@jourrapide.com,GUEST_INVITE,1384646259.0,0,0,152,3642.0,2013,11,23.57,0
4556,1290,Egger Barbara,barbaraegger@yahoo.com,SIGNUP,1400689219.0,0,0,216,0.0,2013,2,16.2,1
4571,1291,Patterson Alexander,alexanderpatterson@yahoo.com,SIGNUP,1380844103.0,0,0,0,0.0,2013,10,23.48,0
4572,1292,S�ndergaard Clara,claralsndergaard@gustr.com,GUEST_INVITE,0.0,1,1,213,7821.0,2013,12,4.17,0
4573,1293,Henry Faith,faithhenry@hotmail.com,ORG_INVITE,1346863269.0,1,0,19,4545.0,2012,9,16.41,0
4574,1294,Lewin Donald,donaldglewin@jourrapide.com,PERSONAL_PROJECTS,1350457910.0,0,0,160,0.0,2012,10,7.11,0
4575,1295,Miller Kim,kimjmiller@cuvox.de,PERSONAL_PROJECTS,0.0,0,0,5,0.0,2012,8,13.46,0
4576,1296,Bruun Annemette,annemettembruun@jourrapide.com,SIGNUP,1390568615.0,0,0,414,0.0,2014,1,13.03,0
4577,1297,Ball Thomas,thomasball@gmail.com,ORG_INVITE,1388774800.0,0,0,37,3641.0,2013,10,18.46,0
4578,1298,Clausen Niels,mczsosxl@neguf.com,ORG_INVITE,1351776359.0,0,0,108,6808.0,2012,10,13.25,0
4579,1299,May Roy,royimay@gustr.com,PERSONAL_PROJECTS,1394908066.0,0,0,66,0.0,2014,2,18.27,0
4580,1300,Papst Claudia,claudiapapst@yahoo.com,PERSONAL_PROJECTS,0.0,1,0,357,0.0,2013,6,3.27,0
4581,1301,Whitehead Rory,rorywhitehead@gustr.com,PERSONAL_PROJECTS,1376747268.0,1,0,0,0.0,2013,8,13.47,0
4582,1302,Kunze Marco,marcokunze@jourrapide.com,GUEST_INVITE,1388921356.0,1,0,241,7275.0,2014,1,11.29,0
4583,1303,Carter Charles,charlesmcarter@hotmail.com,PERSONAL_PROJECTS,1399251277.0,0,0,142,0.0,2014,3,0.54,0
4584,1304,Ambriz Jeffrey,jeffreyjambriz@gmail.com,ORG_INVITE,0.0,0,0,76,1029.0,2013,1,16.24,0
4585,1305,Meister Eric,ericmeister@gustr.com,ORG_INVITE,1363022331.0,0,0,111,11986.0,2013,3,17.18,0
4586,1306,Strauss Diana,dianastrauss@jourrapide.com,ORG_INVITE,1397379911.0,0,0,168,1423.0,2014,4,9.05,0
4587,1307,Shelby Anthony,anthonygshelby@gmail.com,SIGNUP_GOOGLE_AUTH,1373084260.0,0,0,105,0.0,2013,6,4.17,0
4588,1308,Leonard Skye,skyeleonard@jourrapide.com,ORG_INVITE,1343196142.0,1,0,33,1481.0,2012,7,6.02,0
4589,1309,Christiansen Jakob,jakobhchristiansen@gmail.com,SIGNUP,1396811651.0,1,1,9,0.0,2014,4,19.14,0
4590,1310,Barth Silke,silkebarth@yahoo.com,PERSONAL_PROJECTS,1353082023.0,1,1,298,0.0,2012,11,16.07,0
4591,1311,Kuster David,davidkuster@cuvox.de,SIGNUP,1393267941.0,0,0,92,0.0,2014,1,18.52,0
4592,1312,Griffin Leah,leahgriffin@gmail.com,ORG_INVITE,1401882426.0,0,0,298,6047.0,2014,4,11.47,0
4593,1313,Duncombe Jasmine,jasmineduncombe@jourrapide.com,PERSONAL_PROJECTS,1352044182.0,0,0,4,0.0,2012,11,15.49,0
4594,1314,Daly Aimee,aimeedaly@cuvox.de,ORG_INVITE,1362331667.0,0,0,297,1314.0,2013,3,17.27,0
4595,1315,Santos Jos�,josemelosantos@jourrapide.com,ORG_INVITE,0.0,0,0,151,11304.0,2013,6,11.51,0
4596,1316,Rasmussen Alfred,alfredtrasmussen@cuvox.de,SIGNUP,1344392999.0,0,0,294,0.0,2012,8,2.29,0
4597,1317,Delarosa Edward,edwardadelarosa@yahoo.com,ORG_INVITE,1357958174.0,0,1,10,2308.0,2013,1,2.36,0
4598,1318,Cyrus Barbara,barbarabcyrus@gmail.com,GUEST_INVITE,1401176235.0,0,0,372,4299.0,2012,12,7.37,1
4613,1319,Coleman Benjamin,benjaminscoleman@yahoo.com,GUEST_INVITE,1401011817.0,0,0,179,7479.0,2013,8,9.56,1
4629,1320,Livingston Jake,jakelivingston@jourrapide.com,ORG_INVITE,1401673992.0,0,1,140,7187.0,2012,11,1.53,1
4686,1321,Castro Bianca,biancaazevedocastro@jourrapide.com,ORG_INVITE,1343573160.0,0,0,180,7663.0,2012,6,14.46,0
4687,1322,Lynch Donna,donnarlynch@cuvox.de,GUEST_INVITE,1397905192.0,1,1,75,3030.0,2014,4,10.59,0
4688,1323,Scanlan Harry,harryscanlan@yahoo.com,GUEST_INVITE,0.0,0,0,102,3689.0,2014,3,11.22,0
4689,1324,Bruun Asta,astambruun@gmail.com,ORG_INVITE,1356633877.0,0,0,1,8532.0,2012,12,18.44,0
4690,1325,Vincent Zara,zaravincent@cuvox.de,ORG_INVITE,1391893783.0,0,0,74,7716.0,2014,2,21.09,0
4691,1326,Correia Clara,clararochacorreia@yahoo.com,ORG_INVITE,1350644656.0,0,0,94,10759.0,2012,10,11.04,0
4692,1327,Fetherston Eve,evefetherston@hotmail.com,PERSONAL_PROJECTS,1370581887.0,0,0,197,0.0,2012,10,5.11,1
4697,1328,Shepherd Sam,samshepherd@cuvox.de,SIGNUP,1394208720.0,0,1,19,0.0,2014,3,16.12,0
4698,1329,Mistry Chloe,chloemistry@hotmail.com,GUEST_INVITE,0.0,0,0,77,2583.0,2014,5,12.19,0
4699,1330,Huber Torsten,torstenhuber@yahoo.com,PERSONAL_PROJECTS,0.0,0,0,84,0.0,2013,6,14.07,0
4700,1331,Beckman Kim,kimdbeckman@gmail.com,SIGNUP_GOOGLE_AUTH,1356282509.0,0,0,242,0.0,2012,12,17.08,0
4701,1332,Sewell Tayla,taylasewell@gmail.com,ORG_INVITE,1387084187.0,1,1,150,3784.0,2013,12,5.09,0
4702,1333,Lyons Laura,lauralyons@jourrapide.com,ORG_INVITE,1354541727.0,0,0,338,392.0,2012,11,13.35,0
4703,1334,Emerson Mary,pkfumwak@yqjwf.com,ORG_INVITE,0.0,0,0,156,4923.0,2013,11,2.47,0
4704,1335,Pyke Caitlyn,caitlynpyke@gmail.com,SIGNUP_GOOGLE_AUTH,1346568083.0,0,0,111,0.0,2012,9,6.41,0
4705,1336,Schweitzer Stefan,stefanschweitzer@jourrapide.com,GUEST_INVITE,0.0,0,0,10,2308.0,2013,10,6.18,0
4706,1337,Booth Dylan,dylanbooth@gustr.com,ORG_INVITE,0.0,0,0,262,9774.0,2013,2,13.15,0
4707,1338,Evans Daniel,danielevans@gmail.com,ORG_INVITE,1363633640.0,0,0,91,7345.0,2013,3,19.07,0
4708,1339,Roland Myrna,myrnajroland@jourrapide.com,GUEST_INVITE,1401825391.0,0,0,277,1339.0,2012,7,19.56,1
4773,1340,Nanya Mikayla,mvqsrhhp@gjchd.com,PERSONAL_PROJECTS,0.0,1,0,358,0.0,2013,10,5.09,0
4774,1341,Bevan Rebecca,rebeccabevan@hotmail.com,ORG_INVITE,0.0,1,1,19,6134.0,2014,5,20.54,0
4775,1342,Carvalho Daniel,vthgfkkt@ptzri.com,PERSONAL_PROJECTS,0.0,1,0,33,0.0,2014,5,7.54,0
4776,1343,Hong Elizabeth,elizabethjhong@cuvox.de,SIGNUP,1401796579.0,0,1,8,0.0,2013,7,11.56,1
4813,1344,Madsen Simon,simonjmadsen@cuvox.de,ORG_INVITE,1362493441.0,0,0,50,1693.0,2013,3,14.24,0
4814,1345,Christensen Rebecca,rebeccagchristensen@gustr.com,PERSONAL_PROJECTS,1401761556.0,1,0,49,0.0,2013,1,2.12,1
4869,1346,Pabst Katrin,katrinpabst@hotmail.com,SIGNUP,1355124630.0,0,0,79,0.0,2012,12,7.3,0
4870,1347,Peden Taylah,taylahpeden@cuvox.de,ORG_INVITE,1360358439.0,1,1,267,1465.0,2013,2,21.2,0
4871,1348,Grimley Austin,austingrimley@gmail.com,ORG_INVITE,0.0,0,0,34,1381.0,2014,1,4.5,0
4872,1349,Frandsen Mimir,mimirnfrandsen@gmail.com,SIGNUP_GOOGLE_AUTH,1371701175.0,0,0,101,0.0,2013,6,4.06,0
4873,1350,Kr�ger Florian,floriankruger@hotmail.com,ORG_INVITE,1401734550.0,0,0,159,1787.0,2013,7,18.42,1
4884,1351,Harms Robert,roberteharms@cuvox.de,PERSONAL_PROJECTS,0.0,0,0,151,0.0,2013,2,17.24,0
4885,1352,Alves Manuela,manuelabarbosaalves@yahoo.com,PERSONAL_PROJECTS,1389002688.0,0,0,404,0.0,2014,1,10.04,0
4886,1353,Knibbs Xavier,xavierknibbs@yahoo.com,SIGNUP,1357025075.0,0,0,250,0.0,2012,12,7.24,0
4887,1354,Kelley Caleb,calebkelley@gmail.com,PERSONAL_PROJECTS,1367697537.0,1,0,307,0.0,2013,5,19.58,0
4888,1355,Kristensen Aksel,akseldkristensen@cuvox.de,ORG_INVITE,1395538481.0,1,1,35,10586.0,2014,3,1.34,0
4889,1356,Clarke Kieran,kieranclarke@yahoo.com,SIGNUP,1342195437.0,0,0,20,0.0,2012,7,16.03,0
4890,1357,Ravn Sebastian,sebastianfravn@gmail.com,GUEST_INVITE,1401003806.0,1,1,316,5855.0,2013,4,7.43,1
4915,1358,Hoffmann Peter,smjhhror@uznoh.com,SIGNUP,1387862662.0,0,0,276,0.0,2013,12,5.24,0
4916,1359,Pinto Igor,igorferreirapinto@yahoo.com,ORG_INVITE,1346882840.0,0,0,2,11517.0,2012,8,22.07,0
4917,1360,Jakobsen Naja,najanjakobsen@gmail.com,SIGNUP_GOOGLE_AUTH,1386266235.0,0,0,402,0.0,2013,12,17.57,0
4918,1361,Pedersen Sille,tweeieww@sxobl.com,ORG_INVITE,1387562066.0,0,0,63,4817.0,2013,10,17.54,1
4919,1362,Anthony Bailey,baileyanthony@hotmail.com,PERSONAL_PROJECTS,0.0,0,0,350,0.0,2014,3,15.01,0
4920,1363,Christensen Katrine,katrineachristensen@cuvox.de,GUEST_INVITE,1390385253.0,0,0,123,4449.0,2014,1,10.07,0
4921,1364,Young Max,maxyoung@hotmail.com,ORG_INVITE,0.0,0,0,85,2885.0,2013,7,16.04,0
4922,1365,Barbosa Gabriel,gabrielbarrosbarbosa@yahoo.com,SIGNUP,1400790501.0,0,0,222,0.0,2014,5,20.28,0
4923,1366,Rasmussen Sandra,sandramrasmussen@cuvox.de,ORG_INVITE,1375420690.0,0,0,45,10670.0,2013,8,5.18,0
4924,1367,Duffy Isabelle,isabellesduffy@jourrapide.com,PERSONAL_PROJECTS,1358199692.0,0,0,11,0.0,2013,1,21.41,0
4925,1368,Tyler Leah,leahtyler@cuvox.de,PERSONAL_PROJECTS,1401893285.0,1,1,1,0.0,2013,4,14.48,1
4968,1369,Frazer Maya,mayafrazer@gustr.com,SIGNUP,1369864270.0,0,0,202,0.0,2013,5,21.51,0
4969,1370,Pfeffer Gabriele,gabrielepfeffer@jourrapide.com,GUEST_INVITE,0.0,1,0,40,4191.0,2014,4,19.55,0
4970,1371,Colebe Alyssa,alyssacolebe@yahoo.com,PERSONAL_PROJECTS,1387087629.0,0,0,309,0.0,2013,12,6.07,0
4971,1372,Skiles Duane,duanepskiles@gmail.com,SIGNUP,1376476087.0,0,0,81,0.0,2013,8,10.28,0
4972,1373,Kastner Katharina,katharinakastner@gustr.com,ORG_INVITE,1399473581.0,0,0,35,11466.0,2014,5,14.39,0
4973,1374,Cardoso Beatriz,beatrizpintocardoso@jourrapide.com,PERSONAL_PROJECTS,0.0,1,0,276,0.0,2014,4,12.13,0
4974,1375,Gomes Nicolas,nicolasbarbosagomes@gmail.com,PERSONAL_PROJECTS,0.0,1,1,317,0.0,2012,11,4.18,0
4975,1376,Fisher Mariana,marianalfisher@hotmail.com,PERSONAL_PROJECTS,0.0,0,0,298,0.0,2014,5,0.15,0
4976,1377,Thorsen Camilla,camillamthorsen@gmail.com,ORG_INVITE,0.0,1,0,8,8167.0,2013,12,19.17,0
4977,1378,Araujo Leonardo,leonardocardosoaraujo@gmail.com,SIGNUP_GOOGLE_AUTH,1395014403.0,0,1,88,0.0,2014,3,0.0,0
4978,1379,Perez Diane,dianetperez@gustr.com,ORG_INVITE,1390595810.0,0,0,13,8857.0,2014,1,20.36,1
4979,1380,Lynch Georgia,ekpvhyxq@ouigi.com,ORG_INVITE,1401517786.0,0,0,132,2559.0,2014,4,6.29,0
4980,1381,Hickox Mike,mikethickox@hotmail.com,ORG_INVITE,1342728984.0,0,0,34,5783.0,2012,7,20.16,0
4981,1382,Castro Eduarda,eduardarochacastro@hotmail.com,GUEST_INVITE,1348391021.0,0,0,33,1811.0,2012,9,9.03,0
4982,1383,Davy Isla,isladavy@cuvox.de,ORG_INVITE,0.0,1,1,157,4922.0,2012,12,16.09,0
4983,1384,Luke Eric,erickluke@yahoo.com,ORG_INVITE,0.0,0,0,50,10030.0,2014,3,14.23,0
4984,1385,Hargraves Zara,zarahargraves@gmail.com,SIGNUP,1372868151.0,0,0,352,0.0,2013,5,16.15,0
4985,1386,Alves Rafaela,rafaelabarrosalves@hotmail.com,GUEST_INVITE,1400191333.0,0,0,9,2629.0,2014,5,22.02,0
4986,1387,Christensen Albert,albertnchristensen@cuvox.de,ORG_INVITE,1362550349.0,0,0,1,8510.0,2013,3,6.12,0
4987,1388,J�rgensen Sandra,sandraljrgensen@yahoo.com,ORG_INVITE,1380965489.0,0,0,6,4159.0,2013,10,9.31,0
4988,1389,Cockburn-Campbell Bailey,baileycockburn-campbell@gmail.com,SIGNUP,1400923208.0,0,0,149,0.0,2014,5,9.2,0
4989,1390,Tomlinson Aaliyah,aaliyahtomlinson@yahoo.com,SIGNUP,1344376403.0,1,1,22,0.0,2012,8,21.53,0
4990,1391,Ravn Ida,idabravn@gmail.com,SIGNUP_GOOGLE_AUTH,1383710710.0,1,0,215,0.0,2013,11,4.05,0
4991,1392,Moran Bethany,bethanymoran@hotmail.com,ORG_INVITE,1389733469.0,0,0,92,4277.0,2013,12,21.04,0
4992,1393,Bracewell Julian,julianbracewell@jourrapide.com,GUEST_INVITE,0.0,1,1,87,7533.0,2013,6,3.05,0
4993,1394,Varley Patrick,patrickvarley@gmail.com,SIGNUP,1350028077.0,1,0,252,0.0,2012,10,7.47,0
4994,1395,Ley Ava,avaley@gmail.com,ORG_INVITE,0.0,0,0,145,7170.0,2013,7,9.33,0
4995,1396,Fernandes Luana,luanalimafernandes@hotmail.com,GUEST_INVITE,1400144472.0,0,0,58,9726.0,2014,2,9.01,1
4996,1397,Santos Amanda,amandamelosantos@hotmail.com,PERSONAL_PROJECTS,0.0,0,0,160,0.0,2014,3,7.18,0
4997,1398,Parsons Samuel,samuelparsons@gustr.com,PERSONAL_PROJECTS,0.0,1,0,91,0.0,2012,9,6.12,0
4998,1399,Ribeiro Melissa,stoodymk@oqmmx.com,ORG_INVITE,1348394102.0,0,0,1,7429.0,2012,9,9.55,0
4999,1400,K�nig Sandra,sandrakonig@gmail.com,SIGNUP,1338975628.0,1,0,69,0.0,2012,6,9.4,0
5000,1401,Feierabend Tim,timfeierabend@cuvox.de,ORG_INVITE,0.0,0,1,140,9394.0,2013,9,20.23,0
5001,1402,Martins Lu�s,luisribeiromartins@gustr.com,ORG_INVITE,1401247875.0,0,0,101,7630.0,2014,5,3.31,0
5002,1403,Jakobsen Olivia,oliviatjakobsen@yahoo.com,ORG_INVITE,1388307447.0,1,0,195,3819.0,2013,12,8.57,0
5003,1404,Preiss Emily,emilypreiss@gustr.com,GUEST_INVITE,1388917678.0,0,0,189,9661.0,2014,1,10.27,0
5004,1405,Somers Alex,alexsomers@hotmail.com,ORG_INVITE,1354364082.0,0,0,2,11961.0,2012,11,12.14,0
5005,1406,Cole Ewan,ewancole@gmail.com,SIGNUP_GOOGLE_AUTH,1377920707.0,0,0,169,0.0,2013,8,3.45,0
5006,1407,Andreasen Astrid,astridbandreasen@yahoo.com,GUEST_INVITE,1401745098.0,0,0,44,9294.0,2012,9,21.38,1
5054,1408,Wentworth Alana,alanawentworth@gustr.com,PERSONAL_PROJECTS,1386751376.0,0,0,61,0.0,2013,12,8.42,0
5055,1409,Brown Cindy,cindymbrown@gmail.com,SIGNUP,1382833127.0,0,0,215,0.0,2013,10,0.18,0
5056,1410,Gruenewald Jens,jensgruenewald@gmail.com,SIGNUP,1400640642.0,0,0,63,0.0,2013,10,2.5,1
5064,1411,McDonald Jamaal,jamaalemcdonald@gmail.com,PERSONAL_PROJECTS,1401873492.0,0,0,350,0.0,2013,6,9.18,1
5100,1412,Young Mia,miayoung@gmail.com,PERSONAL_PROJECTS,1377815759.0,0,0,74,0.0,2013,8,22.35,0
5101,1413,Almeida Kau�,kauasilvaalmeida@yahoo.com,ORG_INVITE,0.0,1,0,358,906.0,2014,4,12.16,0
5102,1414,Fruehauf Simone,ezoteplm@btrfw.com,SIGNUP,1396869346.0,0,0,101,0.0,2014,4,11.15,0
5103,1415,Carvalho Ant�nio,antoniorochacarvalho@yahoo.com,PERSONAL_PROJECTS,0.0,0,0,19,0.0,2013,4,22.1,0
5104,1416,Schou Ella,wsxlkury@wodwb.com,SIGNUP,1387989363.0,0,0,237,0.0,2013,12,16.36,0
5105,1417,Perrier Amber,amberperrier@jourrapide.com,SIGNUP,1366456556.0,0,0,25,0.0,2013,4,11.15,0
5106,1418,Henriksen Karla,karlathenriksen@gustr.com,SIGNUP,1360930722.0,1,0,254,0.0,2013,2,12.18,0
5107,1419,Burbury Nicholas,nicholasburbury@gmail.com,PERSONAL_PROJECTS,1401090706.0,0,0,193,0.0,2014,5,7.51,0
5108,1420,Hirschfeld Samantha,samanthahirschfeld@gmail.com,SIGNUP,1339766685.0,0,0,0,0.0,2012,6,13.24,0
5109,1421,Lewis Taylor,taylorlewis@hotmail.com,ORG_INVITE,1401890625.0,0,0,236,1950.0,2013,10,14.03,1
5138,1422,Feierabend Klaus,klausfeierabend@jourrapide.com,ORG_INVITE,1397323530.0,1,0,36,5917.0,2014,4,17.25,0
5139,1423,Dacomb Sam,samdacomb@gmail.com,ORG_INVITE,1340006313.0,1,0,168,3943.0,2012,6,7.58,0
5140,1424,Werner Felix,felixwerner@gmail.com,SIGNUP_GOOGLE_AUTH,1399993345.0,0,0,288,0.0,2014,5,15.02,0
5141,1425,Lund Daniel,danielhlund@cuvox.de,ORG_INVITE,1358902598.0,0,0,107,69.0,2013,1,0.56,0
5142,1426,Goncalves Diego,diegocardosogoncalves@gmail.com,SIGNUP_GOOGLE_AUTH,1401213991.0,0,0,13,0.0,2014,5,18.06,0
5143,1427,Wilkerson Felix,felixgwilkerson@yahoo.com,GUEST_INVITE,0.0,1,0,98,408.0,2012,11,4.53,0
5144,1428,Knowles Matilda,matildaknowles@jourrapide.com,SIGNUP,1399931490.0,1,0,5,0.0,2014,5,21.51,0
5145,1429,Oliveira Carlos,carlosgomesoliveira@hotmail.com,ORG_INVITE,0.0,1,1,41,8565.0,2014,4,20.18,0
5146,1430,Howe Benjamin,benjaminhowe@cuvox.de,ORG_INVITE,1354238781.0,0,0,0,4871.0,2012,11,1.26,0
5147,1431,Castro Lu�s,luisalmeidacastro@yahoo.com,PERSONAL_PROJECTS,0.0,0,0,410,0.0,2013,6,10.54,0
5148,1432,Souza Alice,alicecarvalhosouza@yahoo.com,PERSONAL_PROJECTS,0.0,0,0,151,0.0,2013,7,5.48,0
5149,1433,Bech Jonathan,jonathanrbech@yahoo.com,SIGNUP,1373990631.0,0,0,387,0.0,2013,7,16.03,0
5150,1434,Schultz Sandra,sandramschultz@gmail.com,GUEST_INVITE,1400833336.0,0,0,62,10941.0,2013,3,8.22,1
5205,1435,Dumaresq Stephanie,stephaniedumaresq@cuvox.de,SIGNUP,0.0,0,0,0,0.0,2013,10,19.02,0
5206,1436,Castro Joao,joaomelocastro@gustr.com,PERSONAL_PROJECTS,0.0,0,0,248,0.0,2012,7,12.07,0
5207,1437,Collingridge de Tourcey Sara,otcemzli@eyhov.com,PERSONAL_PROJECTS,1355706986.0,1,1,166,0.0,2012,12,1.16,0
5208,1438,Silva Gabriel,gabrielferreirasilva@hotmail.com,GUEST_INVITE,0.0,1,1,31,8162.0,2014,5,20.32,0
5209,1439,Ribeiro Nicolash,nicolashfernandesribeiro@hotmail.com,ORG_INVITE,1371385234.0,0,0,33,1481.0,2013,5,12.2,0
5210,1440,Neumann Sabine,sabineneumann@hotmail.com,GUEST_INVITE,1352885744.0,1,1,241,7275.0,2012,10,9.35,0
5211,1441,Pinto Aline,alinecavalcantipinto@yahoo.com,GUEST_INVITE,1345169556.0,0,0,260,3175.0,2012,7,2.12,0
5212,1442,Schulz Anna,qoycmeko@pgjfv.com,GUEST_INVITE,1342015207.0,0,0,286,264.0,2012,7,14.0,0
5213,1443,Jepsen Ditte,dittetjepsen@cuvox.de,SIGNUP,1376782075.0,1,0,186,0.0,2013,8,23.27,0
5214,1444,Davies Max,maxdavies@gmail.com,ORG_INVITE,1382076806.0,0,0,154,11158.0,2013,10,6.13,0
5215,1445,Ribeiro Murilo,murilosouzaribeiro@gmail.com,ORG_INVITE,1395849343.0,1,0,69,10846.0,2014,3,15.55,0
